r	m_truth	s1_truth	s2_truth	name	median	lower	upper
0	0.3	0.1	0.1	m.1	0.288902334014414	0.03975684220312109	5.762052488552156
0	0.3	0.1	0.1	m.2	0.28467919387730245	0.01339683315376667	7.605024561299176
0	0.3	0.1	0.1	origin	10.033302813596276	7.366888692638663	12.336165066402245
0	0.3	0.1	0.1	R0Values.1	1.4437056013248943	0.8757214055045022	2.366512672780432
0	0.3	0.1	0.1	R0Values.2	1.1327867922377495	0.5765163128292948	2.5337668379582725
0	0.3	0.1	0.1	rep	3	1	5
0	0.3	0.1	0.1	sampPropValues.1	0.2158148667635405	0.09825684296657436	0.681682731451441
0	0.3	0.1	0.1	sampPropValues.2	0.21828470018236718	0.06613033154500944	0.8382648990555592
0	0.3	0.1	0.2	m.1	0.22027291827915715	0.05668252156537344	4.530140490129836
0	0.3	0.1	0.2	m.2	0.5492752928236905	0.015705758505367335	8.50606460738187
0	0.3	0.1	0.2	origin	10.21652389417642	8.85487675678665	13.022738057948741
0	0.3	0.1	0.2	R0Values.1	1.5302547915193139	0.9862679759806863	2.082081571891985
0	0.3	0.1	0.2	R0Values.2	1.3266701442683462	0.7505302737099452	2.7630241384506062
0	0.3	0.1	0.2	rep	3	1	5
0	0.3	0.1	0.2	sampPropValues.1	0.11808905353779578	0.04219827700032741	0.27403470959860776
0	0.3	0.1	0.2	sampPropValues.2	0.2474046046551112	0.05372707252571805	0.5559950333968895
0	0.3	0.2	0.1	m.1	0.23410230663927534	0.04117160233979021	7.970320255215696
0	0.3	0.2	0.1	m.2	0.531698943893121	0.011814028109351681	9.177962377235485
0	0.3	0.2	0.1	origin	9.876197657535256	7.025531126505216	12.516405476976688
0	0.3	0.2	0.1	R0Values.1	1.376413147897511	0.8925883415808831	2.169068047491624
0	0.3	0.2	0.1	R0Values.2	1.2787439466175006	0.6966509972569979	2.4041325171067953
0	0.3	0.2	0.1	rep	3	1	5
0	0.3	0.2	0.1	sampPropValues.1	0.19590183027083638	0.051297105365149094	0.7206181866043639
0	0.3	0.2	0.1	sampPropValues.2	0.14382097653927867	0.027060277004477436	0.7572750571452933
0	0.3	0.2	0.2	m.1	0.6463276325490612	0.014702372502102113	8.594610460619617
0	0.3	0.2	0.2	m.2	0.9272277636554662	0.031525309137393404	8.967830716189562
0	0.3	0.2	0.2	origin	9.892906943087798	8.57979583292586	12.795445016228491
0	0.3	0.2	0.2	R0Values.1	1.3730453214384877	0.9194266001718522	2.3602883674468487
0	0.3	0.2	0.2	R0Values.2	1.3186957377848865	0.7553251128691761	3.204378526975561
0	0.3	0.2	0.2	rep	3	1	5
0	0.3	0.2	0.2	sampPropValues.1	0.17181882584091723	0.06052196688112933	0.7644012185827092
0	0.3	0.2	0.2	sampPropValues.2	0.20926534952994597	0.037641971943333984	0.9440499066686072
0	0.8	0.1	0.1	m.1	0.3193093632660794	0.03825195861787124	7.709023590371081
0	0.8	0.1	0.1	m.2	0.4645073990502127	0.015442724239620502	8.28141387931895
0	0.8	0.1	0.1	origin	9.77545085151446	7.148064047390632	12.028008437482015
0	0.8	0.1	0.1	R0Values.1	1.4348475460363819	0.9278072469096349	2.37339511581765
0	0.8	0.1	0.1	R0Values.2	1.317875359651348	0.6895630045040252	2.1506205866917902
0	0.8	0.1	0.1	rep	3	1	5
0	0.8	0.1	0.1	sampPropValues.1	0.2122980216484817	0.03973217575510247	0.8181774705657607
0	0.8	0.1	0.1	sampPropValues.2	0.2830150607846098	0.045499439339236614	0.9457686249387529
0	0.8	0.1	0.2	m.1	0.6967454764723191	0.055480641531417164	8.07705686660795
0	0.8	0.1	0.2	m.2	0.8814365616069476	0.12137725485866208	8.379551129064815
0	0.8	0.1	0.2	origin	10.267528914996067	9.210292893175216	13.131003800670054
0	0.8	0.1	0.2	R0Values.1	1.5007425299234258	0.9186282323363246	2.803794594710846
0	0.8	0.1	0.2	R0Values.2	1.2310000980152958	0.6118924759360381	2.4921325961117153
0	0.8	0.1	0.2	rep	3	1	5
0	0.8	0.1	0.2	sampPropValues.1	0.17904837806064527	0.05963366130869846	0.8620227458598043
0	0.8	0.1	0.2	sampPropValues.2	0.1507745817053631	0.0359522451146078	0.7738218554504273
0	0.8	0.2	0.1	m.1	0.48560405460930556	0.014411341840129906	6.857699649927671
0	0.8	0.2	0.1	m.2	1.6961325499060245	0.02177473541338664	9.359443638942878
0	0.8	0.2	0.1	origin	10.035627448728675	9.096410161974237	12.49628889626639
0	0.8	0.2	0.1	R0Values.1	1.403892860068338	0.9197205065251806	2.050235767741566
0	0.8	0.2	0.1	R0Values.2	1.3561002972431626	0.6590767643459865	2.945876598322485
0	0.8	0.2	0.1	rep	3	1	5
0	0.8	0.2	0.1	sampPropValues.1	0.18312404102398844	0.054341624378786126	0.6957670830262732
0	0.8	0.2	0.1	sampPropValues.2	0.2624223731794867	0.019056895177308297	0.9019573484346746
0	0.8	0.2	0.2	m.1	0.1916395042052504	0.013492796476026131	4.7913272936368205
0	0.8	0.2	0.2	m.2	0.4629580775023515	0.01604159441164828	6.600368546601086
0	0.8	0.2	0.2	origin	10.08237193330704	9.093204314893372	12.785668855659619
0	0.8	0.2	0.2	R0Values.1	1.4044472347553953	0.9959388010502092	1.8682302900889738
0	0.8	0.2	0.2	R0Values.2	1.1782298785204766	0.637814054860811	2.744488906204124
0	0.8	0.2	0.2	rep	3	1	5
0	0.8	0.2	0.2	sampPropValues.1	0.16401680590027068	0.07326088016062501	0.64870881128046
0	0.8	0.2	0.2	sampPropValues.2	0.23298361010606622	0.02567486319229514	0.9407183133896696
1	0.3	0.1	0.1	m.1	0.20438048416534296	0.016968981056261056	4.011896069415517
1	0.3	0.1	0.1	m.2	0.5016227075243315	0.017859099622336665	7.955641010970478
1	0.3	0.1	0.1	origin	9.978284923132925	9.00181967134137	12.528902589692969
1	0.3	0.1	0.1	R0Values.1	1.512918537552187	1.0191038845992824	2.028123754363291
1	0.3	0.1	0.1	R0Values.2	1.3332211185359908	0.7233451185637142	3.09595710132188
1	0.3	0.1	0.1	rep	3	1	5
1	0.3	0.1	0.1	sampPropValues.1	0.1278953173281802	0.04408341277256497	0.4298976115161265
1	0.3	0.1	0.1	sampPropValues.2	0.2390368579728273	0.01730776796563517	0.9067300249873453
1	0.3	0.1	0.2	m.1	0.41707019505972043	0.03960431406640434	8.11552276167743
1	0.3	0.1	0.2	m.2	0.7769220358044093	0.05879047325010523	8.637504488797305
1	0.3	0.1	0.2	origin	10.04131570974296	8.10619796678411	12.870381573669668
1	0.3	0.1	0.2	R0Values.1	1.442379590323285	0.9200618404999836	2.222824494148016
1	0.3	0.1	0.2	R0Values.2	1.3255274247654611	0.6793597225689652	2.725782578972125
1	0.3	0.1	0.2	rep	3	1	5
1	0.3	0.1	0.2	sampPropValues.1	0.12379301361786063	0.05337801490166187	0.5554390074312485
